dep,arr,fsc,zon,sum_nvols,sum_pax_fs,min_anmois,max_anmois,avg_nvols,avg_pax_fs,dep_,arr_,avg_pc15_d,avg_pc15_a,avg_retard_d,avg_retard_a,dep_apt_lat,dep_apt_long,arr_apt_lat,arr_apt_long
"LFML","ESGP","MC","I",205,27427,201104,201408,0.6721,89.9246,(null),(null),(null),(null),(null),(null),43.44,5.22,57.78,11.87
"LFML","ESKN","MC","I",642,88272,200705,201508,0.7985,109.7910,"LFML","ESKN",0.3,0.0,8.7,0.0,43.44,5.22,58.79,16.9
"LFML","ESMS","MC","I",117,12820,200702,200710,13.0000,1424.4444,(null),(null),(null),(null),(null),(null),43.44,5.22,55.55,13.35
"LFML","ESSA","MC","I",10,1246,201708,201708,10.0000,1246.0000,"LFML","ESSA",0.3,0.0,19.5,0.0,43.44,5.22,59.65,17.92
"LFML","ETSI","MC","I",816,18266,200603,200907,2.6754,59.8885,(null),(null),(null),(null),(null),(null),43.44,5.22,48.72,11.53
"LFML","FIMP","LC","I",52,24486,201005,201104,0.5200,244.8600,(null),(null),(null),(null),(null),(null),43.44,5.22,-20.43,57.68
"LFML","FKKD","LC","I",54,12010,199002,199209,0.2596,57.7404,(null),(null),(null),(null),(null),(null),43.44,5.22,4.01,9.71
"LFML","FMCH","LC","I",9,1797,201407,201408,4.5000,898.5000,(null),(null),(null),(null),(null),(null),43.44,5.22,-11.54,43.27
"LFML","FMCN","LC","I",197,70151,199001,200607,0.1226,43.6534,(null),(null),(null),(null),(null),(null),43.44,5.22,-11.71,43.25
"LFML","FMCZ","LC","O",127,39497,200604,201506,0.1406,43.7398,(null),(null),(null),(null),(null),(null),43.44,5.22,-12.81,45.28
"LFML","FMEE","LC","O",2745,835045,199001,201803,0.9793,297.9112,"LFML","FMEE",0.354,0.353,16.347,20.688,43.44,5.22,-20.89,55.52
"LFML","FMMI","LC","I",536,111998,199104,201803,0.1985,41.4807,(null),(null),(null),(null),(null),(null),43.44,5.22,-18.8,47.48
"LFML","FOOL","LC","I",890,158395,199001,201101,0.4236,75.3903,(null),(null),(null),(null),(null),(null),43.44,5.22,0.46,9.41
"LFML","FTTJ","LC","I",1,507,199010,199010,1.0000,507.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,12.13,15.02
"LFML","GABS","LC","I",286,46645,199001,201001,0.1429,23.3108,(null),(null),(null),(null),(null),(null),43.44,5.22,12.54,-7.94
"LFML","GAGO","LC","I",12,1668,200201,200701,0.0240,3.3293,(null),(null),(null),(null),(null),(null),43.44,5.22,16.25,-0.01
"LFML","GAMB","LC","I",44,7227,200301,200802,0.0876,14.3964,(null),(null),(null),(null),(null),(null),43.44,5.22,14.51,-4.08
"LFML","GCFV","MC","I",166,26916,201103,201803,0.2368,38.3966,(null),(null),(null),(null),(null),(null),43.44,5.22,28.45,-13.86
"LFML","GCLP","MC","I",5,547,199901,199901,5.0000,547.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,27.93,-15.39
"LFML","GCRR","MC","I",25,3992,201612,201708,0.2577,41.1546,(null),(null),(null),(null),(null),(null),43.44,5.22,28.95,-13.61
"LFML","GCTS","MC","I",466,58893,199003,201508,0.1860,23.5008,(null),(null),(null),(null),(null),(null),43.44,5.22,28.04,-16.57
"LFML","GCXO","MC","I",4,773,200305,200305,4.0000,773.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,28.48,-16.34
"LFML","GMAD","MC","I",1368,200549,199406,201603,0.6224,91.2416,"LFML","GMAD",0.221,0.0,11.371,0.0,43.44,5.22,30.32,-9.41
"LFML","GMFF","MC","I",3154,491154,199007,201803,1.1276,175.6003,"LFML","GMFF",0.481,0.0,22.983,0.0,43.44,5.22,33.93,-4.97
"LFML","GMFN","MC","I",264,41058,200811,201012,1.3069,203.2574,(null),(null),(null),(null),(null),(null),43.44,5.22,35.2,-2.92
"LFML","GMFO","MC","I",2501,284696,199001,201803,0.8923,101.5683,"LFML","GMFO",0.293,0.0,15.752,0.0,43.44,5.22,34.79,-1.93
"LFML","GMME","MC","I",1083,155906,201305,201803,2.1703,312.4369,"LFML","GMME",0.284,0.0,12.966,0.0,43.44,5.22,34.05,-6.76
"LFML","GMMI","MC","I",128,17156,201305,201509,0.6244,83.6878,(null),(null),(null),(null),(null),(null),43.44,5.22,31.4,-9.68
"LFML","GMMN","MC","I",16218,1478341,199001,201803,5.7859,527.4138,"LFML","GMMN",0.319,0.0,17.799,0.0,43.44,5.22,33.37,-7.58
"LFML","GMMW","MC","I",646,107635,201101,201803,0.9189,153.1081,"LFML","GMMW",0.424,0.0,15.15,0.0,43.44,5.22,34.99,-3.03
"LFML","GMMX","MC","I",10191,1325368,199003,201803,3.6383,473.1767,"LFML","GMMX",0.222,0.0,13.104,0.0,43.44,5.22,31.61,-8.04
"LFML","GMTA","MC","I",45,5293,199308,200207,0.0500,5.8811,(null),(null),(null),(null),(null),(null),43.44,5.22,35.18,-3.83
"LFML","GMTN","MC","I",22,2367,200706,201108,0.0546,5.8734,(null),(null),(null),(null),(null),(null),43.44,5.22,35.6,-5.32
"LFML","GMTT","MC","I",939,142844,199006,201803,0.3356,51.0522,(null),(null),(null),(null),(null),(null),43.44,5.22,35.72,-5.91
"LFML","GOBD","LC","I",48,4542,201712,201803,0.5217,49.3696,"LFML","GOBD",0.114,0.0,7.3,0.0,43.44,5.22,14.67,-17.07
"LFML","GOOY","LC","I",2628,338308,199001,201711,0.9694,124.7909,"LFML","GOOY",0.409,0.0,23.867,0.0,43.44,5.22,14.74,-17.48
"LFML","GQNN","LC","I",543,80553,199001,199610,0.8902,132.0541,(null),(null),(null),(null),(null),(null),43.44,5.22,18.1,-15.95
"LFML","GQPA","LC","I",98,14970,199802,200803,0.0978,14.9401,(null),(null),(null),(null),(null),(null),43.44,5.22,20.5,-13.05
"LFML","HDAM","LC","I",574,168656,199001,200608,0.3570,104.8856,(null),(null),(null),(null),(null),(null),43.44,5.22,11.55,43.16
"LFML","HECA","MC","I",332,46080,199002,200701,0.1953,27.1059,(null),(null),(null),(null),(null),(null),43.44,5.22,30.11,31.41
"LFML","HEGN","MC","I",261,36701,199510,201208,0.1536,21.6015,(null),(null),(null),(null),(null),(null),43.44,5.22,27.18,33.8
"LFML","HELX","MC","I",815,121399,199003,201101,0.3883,57.8366,(null),(null),(null),(null),(null),(null),43.44,5.22,25.67,32.71
"LFML","HETB","MC","I",9,1173,201011,201201,0.0471,6.1414,(null),(null),(null),(null),(null),(null),43.44,5.22,29.59,34.78
"LFML","HKMO","LC","I",11,2971,199002,200605,0.0069,1.8522,(null),(null),(null),(null),(null),(null),43.44,5.22,-4.03,39.6
"LFML","HKNA","LC","I",4,803,199407,199407,4.0000,803.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,-1.32,36.87
"LFML","HLGT","MC","I",9,1199,200502,200512,0.8182,109.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,25.14,10.14
"LFML","HLLB","MC","I",4,741,200612,200612,4.0000,741.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,32.1,20.27
"LFML","HLLS","MC","I",7,1332,200602,200603,3.5000,666.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,27.01,14.43
"LFML","HLLT","MC","I",6,1161,199101,199101,6.0000,1161.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,32.67,13.16
"LFML","HTKJ","LC","I",5,1658,199506,199507,2.5000,829.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,-3.43,37.07
"LFML","KJFK","LC","I",56,16192,199607,201408,0.0311,8.9856,(null),(null),(null),(null),(null),(null),43.44,5.22,40.64,-73.78
"LFML","KMIA","LC","I",2,833,199504,199504,2.0000,833.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,25.79,-80.29
"LFML","LBSF","MC","I",7,502,199003,199003,7.0000,502.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,42.7,23.41
"LFML","LBWN","MC","I",38,4868,200308,200908,0.0632,8.0998,(null),(null),(null),(null),(null),(null),43.44,5.22,43.23,27.82
"LFML","LDDU","MC","I",343,42336,200406,201709,0.2630,32.4663,(null),(null),(null),(null),(null),(null),43.44,5.22,42.56,18.27
"LFML","LDSP","MC","I",163,21207,200607,201708,0.1479,19.2441,(null),(null),(null),(null),(null),(null),43.44,5.22,43.54,16.3
"LFML","LDZD","MC","I",398,58856,200706,201710,0.3960,58.5632,"LFML","LDZD",0.093,0.0,4.76,0.0,43.44,5.22,44.11,15.35
"LFML","LEAL","MC","I",24,2956,201707,201710,6.0000,739.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,38.28,-0.56
"LFML","LEBL","MC","I",10497,442014,199005,201803,3.7503,157.9185,"LFML","LEBL",0.339,0.0,19.618,0.0,43.44,5.22,41.3,2.08
"LFML","LEIB","MC","I",811,94109,199505,201710,0.3676,42.6605,"LFML","LEIB",0.148,0.0,9.063,0.0,43.44,5.22,38.87,1.37
"LFML","LEMD","MC","I",26835,1526012,199001,201803,9.5737,544.4210,"LFML","LEMD",0.218,0.0,11.443,0.0,43.44,5.22,40.47,-3.56
"LFML","LEMG","MC","I",1638,233240,199006,201803,0.5854,83.3595,"LFML","LEMG",0.302,0.0,15.367,0.0,43.44,5.22,36.67,-4.5
"LFML","LEPA","MC","I",2683,344789,199002,201803,0.9575,123.0510,"LFML","LEPA",0.263,0.0,16.171,0.0,43.44,5.22,39.55,2.74
"LFML","LERS","MC","I",26,2633,201306,201308,8.6667,877.6667,(null),(null),(null),(null),(null),(null),43.44,5.22,41.15,1.17
"LFML","LEVC","MC","I",847,79896,201011,201803,1.0681,100.7516,"LFML","LEVC",0.065,0.0,5.538,0.0,43.44,5.22,39.49,-0.48
"LFML","LEVX","MC","I",10,1387,199903,199903,10.0000,1387.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,42.23,-8.63
"LFML","LEZL","MC","I",1120,173042,199209,201803,0.4316,66.6829,"LFML","LEZL",0.172,0.0,10.9,0.0,43.44,5.22,37.42,-5.9
"LFML","LFBD","CC","M",34461,2277207,199001,201803,12.2943,812.4178,"LFML","LFBD",0.099,0.083,5.845,4.812,43.44,5.22,44.83,-0.72
"LFML","LFBI","CC","M",4,502,201506,201506,4.0000,502.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,46.59,0.31
"LFML","LFBL","CC","M",1076,14085,199206,199603,2.7035,35.3894,(null),(null),(null),(null),(null),(null),43.44,5.22,45.86,1.18
"LFML","LFBO","CC","M",27838,1049177,199001,201803,9.9315,374.3050,"LFML","LFBO",0.109,0.128,6.528,7.892,43.44,5.22,43.64,1.37
"LFML","LFBP","CC","M",4873,95586,199001,201011,2.4232,47.5316,(null),(null),(null),(null),(null),(null),43.44,5.22,43.38,-0.42
"LFML","LFBZ","CC","M",1051,106606,199704,201708,0.5242,53.1701,"LFML","LFBZ",0.155,0.135,8.64,6.6,43.44,5.22,43.47,-1.53
"LFML","LFGA","CC","M",67,2168,200007,200008,33.5000,1084.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,48.11,7.36
"LFML","LFJL","CC","M",6336,115892,199304,201010,3.7118,67.8922,(null),(null),(null),(null),(null),(null),43.44,5.22,48.98,6.25
"LFML","LFKB","CC","M",54348,3482208,199001,201803,19.3892,1242.3147,"LFML","LFKB",0.122,0.097,7.651,5.981,43.44,5.22,42.55,9.48
"LFML","LFKC","CC","M",16926,686121,199001,201803,6.0385,244.7809,"LFML","LFKC",0.066,0.063,3.529,3.695,43.44,5.22,42.52,8.79
"LFML","LFKF","CC","M",24688,1058834,199001,201803,8.8077,377.7503,"LFML","LFKF",0.112,0.131,6.269,7.443,43.44,5.22,41.5,9.1
"LFML","LFKJ","CC","M",57145,3499172,199001,201803,20.3871,1248.3667,"LFML","LFKJ",0.15,0.205,9.569,11.847,43.44,5.22,41.92,8.8
"LFML","LFLC","CC","M",11118,279145,199305,201803,4.4490,111.7027,(null),(null),(null),(null),(null),(null),43.44,5.22,45.79,3.16
"LFML","LFLL","CC","M",40206,1730008,199001,201803,14.3439,617.1987,"LFML","LFLL",0.084,0.086,5.44,6.356,43.44,5.22,45.73,5.08
"LFML","LFMN","CC","M",8849,160471,199001,201803,3.1570,57.2497,"LFML","LFMN",0.5,0.5,17.05,69.9,43.44,5.22,43.67,7.22
"LFML","LFMT","CC","M",250,7748,199005,201706,0.0925,2.8675,(null),(null),(null),(null),(null),(null),43.44,5.22,43.58,3.96
"LFML","LFOB","CC","M",1492,188182,200805,201311,2.9428,371.1677,"LFML","LFOB",0.124,0.145,7.905,8.405,43.44,5.22,49.45,2.11
"LFML","LFOK","CC","M",184,17119,201204,201310,1.7196,159.9907,"LFML","LFOK",0.145,0.0,8.929,0.0,43.44,5.22,48.77,4.21
"LFML","LFOT","CC","M",676,90759,200904,201710,0.8377,112.4647,"LFML","LFOT",0.2,0.0,22.45,0.0,43.44,5.22,47.43,0.72
"LFML","LFPG","CC","M",99123,8435570,199001,201803,35.3632,3009.4791,"LFML","LFPG",0.129,0.11,7.133,6.324,43.44,5.22,49.01,2.55
"LFML","LFPO","CC","M",175149,21795283,199001,201803,62.4863,7775.6985,"LFML","LFPO",0.116,0.112,6.453,6.335,43.44,5.22,48.72,2.38
"LFML","LFQQ","CC","M",26078,1860834,199001,201803,9.3036,663.8723,"LFML","LFQQ",0.131,0.069,7.684,3.888,43.44,5.22,50.56,3.09
"LFML","LFRB","CC","M",5804,645513,199107,201803,2.1520,239.3448,"LFML","LFRB",0.21,0.047,10.004,2.271,43.44,5.22,48.45,-4.42
"LFML","LFRK","CC","M",18,821,201803,201803,18.0000,821.0000,"LFML","LFRK",0.111,0.222,7.3,12.3,43.44,5.22,49.17,-0.45
"LFML","LFRN","CC","M",10712,396226,200304,201803,7.1413,264.1507,"LFML","LFRN",0.207,0.136,11.152,8.185,43.44,5.22,48.07,-1.73
"LFML","LFRS","CC","M",29067,2290733,199001,201803,10.3700,817.2433,"LFML","LFRS",0.142,0.126,7.969,7.347,43.44,5.22,47.16,-1.61
"LFML","LFSB","CC","M",4599,85459,199001,201508,1.8337,34.0746,"LFML","LFSB",0.091,0.139,5.3,7.988,43.44,5.22,47.59,7.53
"LFML","LFSF","CC","M",84,1270,199403,199405,28.0000,423.3333,(null),(null),(null),(null),(null),(null),43.44,5.22,49.08,6.13
"LFML","LFSR","CC","M",115,2214,200512,200606,1.2105,23.3053,(null),(null),(null),(null),(null),(null),43.44,5.22,49.31,4.05
"LFML","LFST","CC","M",22436,837012,199002,201803,8.0071,298.7195,"LFML","LFST",0.087,0.078,6.245,6.835,43.44,5.22,48.54,7.63
"LFML","LFTH","CC","M",85,1109,200307,200308,42.5000,554.5000,(null),(null),(null),(null),(null),(null),43.44,5.22,43.1,6.15
"LFML","LFTW","CC","M",17,1777,199912,199912,17.0000,1777.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,43.76,4.42
"LFML","LGAD","MC","I",5,541,199008,199008,5.0000,541.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,0.0,0.0
"LFML","LGAV","MC","I",3020,374767,199002,201803,1.0778,133.7498,"LFML","LGAV",0.302,0.0,12.106,0.0,43.44,5.22,37.94,23.94
"LFML","LGIR","MC","I",2052,287957,199107,201710,0.7880,110.5826,"LFML","LGIR",0.307,0.0,18.213,0.0,43.44,5.22,35.34,25.18
"LFML","LGKO","MC","I",37,4453,201306,201508,0.1823,21.9360,(null),(null),(null),(null),(null),(null),43.44,5.22,36.8,27.09
"LFML","LGKR","MC","I",195,23992,199008,201508,0.0780,9.5930,(null),(null),(null),(null),(null),(null),43.44,5.22,39.6,19.91
"LFML","LGRP","MC","I",170,22542,200807,201709,0.1883,24.9635,(null),(null),(null),(null),(null),(null),43.44,5.22,36.41,28.09
"LFML","LGRX","MC","I",14,1728,199208,200907,0.0082,1.0165,(null),(null),(null),(null),(null),(null),43.44,5.22,38.15,21.42
"LFML","LGSA","MC","I",146,23320,200811,201709,0.1624,25.9399,(null),(null),(null),(null),(null),(null),43.44,5.22,35.53,24.15
"LFML","LGSR","MC","I",25,3325,201607,201709,0.2427,32.2816,(null),(null),(null),(null),(null),(null),43.44,5.22,36.4,25.48
"LFML","LHBP","MC","I",4,692,201310,201310,4.0000,692.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,47.44,19.26
"LFML","LIBD","MC","I",41,5834,199105,200707,0.0256,3.6394,(null),(null),(null),(null),(null),(null),43.44,5.22,41.14,16.77
"LFML","LIBR","MC","I",37,6990,199105,200308,0.0307,5.8056,(null),(null),(null),(null),(null),(null),43.44,5.22,40.66,17.95
"LFML","LICA","MC","I",45,5612,200207,201108,0.0499,6.2217,(null),(null),(null),(null),(null),(null),43.44,5.22,38.91,16.24
"LFML","LICC","MC","I",634,83928,199008,201710,0.2346,31.0499,"LFML","LICC",0.123,0.0,6.39,0.0,43.44,5.22,37.47,15.07
"LFML","LICJ","MC","I",1991,281600,199004,201803,0.7111,100.5714,"LFML","LICJ",0.289,0.0,17.926,0.0,43.44,5.22,38.18,13.1
"LFML","LIEE","MC","I",646,78249,200904,201708,0.8025,97.2037,"LFML","LIEE",0.076,0.0,4.644,0.0,43.44,5.22,39.25,9.06
"LFML","LIEO","MC","I",140,13125,200308,201709,0.0999,9.3616,"LFML","LIEO",0.35,0.0,15.24,0.0,43.44,5.22,40.9,9.52
"LFML","LIMC","MC","I",12875,495536,199103,201803,4.7668,183.4639,"LFML","LIMC",0.068,0.0,4.422,0.0,43.44,5.22,45.63,8.72
"LFML","LIME","MC","I",205,13716,201111,201203,2.2043,147.4839,"LFML","LIME",0.068,0.0,6.367,0.0,43.44,5.22,45.67,9.7
"LFML","LIML","MC","I",4890,104408,199001,201712,1.8031,38.4985,"LFML","LIML",0.101,0.0,7.038,0.0,43.44,5.22,45.45,9.28
"LFML","LIPH","MC","I",92,10541,201011,201310,0.3067,35.1367,"LFML","LIPH",0.095,0.0,6.74,0.0,43.44,5.22,45.65,12.2
"LFML","LIPZ","MC","I",1597,138782,200004,201803,0.8872,77.1011,"LFML","LIPZ",0.183,0.0,11.503,0.0,43.44,5.22,45.51,12.35
"LFML","LIRA","MC","I",1125,158863,200611,201803,0.9430,133.1626,"LFML","LIRA",0.321,0.0,17.709,0.0,43.44,5.22,41.8,12.59
"LFML","LIRF","MC","I",16371,1037201,199001,201803,5.8405,370.0325,"LFML","LIRF",0.166,0.0,8.519,0.0,43.44,5.22,41.81,12.25
"LFML","LIRN","MC","I",1089,70718,199105,201708,0.4182,27.1575,(null),(null),(null),(null),(null),(null),43.44,5.22,40.88,14.29
"LFML","LIRP","MC","I",41,3543,201306,201310,8.2000,708.6000,(null),(null),(null),(null),(null),(null),43.44,5.22,43.68,10.39
"LFML","LJLJ","MC","I",30,1991,201012,201102,0.3297,21.8791,(null),(null),(null),(null),(null),(null),43.44,5.22,46.22,14.46
"LFML","LKPR","MC","I",2787,246774,199505,201803,1.2123,107.3397,"LFML","LKPR",0.208,0.0,9.05,0.0,43.44,5.22,50.1,14.26
"LFML","LLBG","MC","I",4479,572821,199001,201803,1.5979,204.3600,"LFML","LLBG",0.534,0.0,24.685,0.0,43.44,5.22,32.01,34.88
"LFML","LMML","MC","I",5761,299059,199004,201803,2.0575,106.8068,"LFML","LMML",0.186,0.0,11.028,0.0,43.44,5.22,35.86,14.48
"LFML","LOWW","MC","I",71,6698,200005,201710,0.0416,3.9261,(null),(null),(null),(null),(null),(null),43.44,5.22,48.11,16.57
"LFML","LPFR","MC","I",176,23608,199010,201710,0.0652,8.7405,"LFML","LPFR",0.415,0.0,19.529,0.0,43.44,5.22,37.01,-7.97
"LFML","LPPR","MC","I",3496,541139,200604,201803,2.9133,450.9492,"LFML","LPPR",0.309,0.0,16.804,0.0,43.44,5.22,41.24,-8.68
"LFML","LPPT","MC","I",10668,679518,199002,201803,3.8073,242.5118,"LFML","LPPT",0.257,0.0,15.871,0.0,43.44,5.22,38.77,-9.13
"LFML","LSGG","MC","I",9212,181882,199001,201712,3.3968,67.0656,"LFML","LSGG",0.184,0.0,13.682,0.0,43.44,5.22,46.24,6.11
"LFML","LSZH","MC","I",5650,204138,199002,200104,5.1224,185.0752,(null),(null),(null),(null),(null),(null),43.44,5.22,47.46,8.55
"LFML","LTAI","MC","I",888,133986,199207,201803,0.3419,51.5926,(null),(null),(null),(null),(null),(null),43.44,5.22,36.9,30.79
"LFML","LTBA","MC","I",2379,295022,199004,201803,0.8496,105.3650,"LFML","LTBA",0.355,0.0,17.231,0.0,43.44,5.22,40.98,28.81
"LFML","LTBJ","MC","I",729,101549,199004,201308,0.3163,44.0560,(null),(null),(null),(null),(null),(null),43.44,5.22,38.29,27.16
"LFML","LTFE","MC","I",328,54558,200307,201409,0.2974,49.4633,(null),(null),(null),(null),(null),(null),43.44,5.22,37.25,27.68
"LFML","LTFJ","MC","I",1844,231216,201005,201803,2.3079,289.3817,"LFML","LTFJ",0.575,0.0,27.627,0.0,43.44,5.22,40.9,29.31
"LFML","MDLR","LC","I",16,4190,200403,200802,0.0400,10.4750,(null),(null),(null),(null),(null),(null),43.44,5.22,18.45,-68.91
"LFML","MDPC","LC","I",102,32384,200812,201404,0.1720,54.6105,(null),(null),(null),(null),(null),(null),43.44,5.22,18.57,-68.36
"LFML","OEJN","LC","I",108,35016,199001,201708,0.0399,12.9306,(null),(null),(null),(null),(null),(null),43.44,5.22,21.68,39.16
"LFML","OEMA","LC","I",44,11768,200002,201409,0.0313,8.3580,(null),(null),(null),(null),(null),(null),43.44,5.22,24.55,39.71
"LFML","OJAI","MC","I",3,597,201010,201010,3.0000,597.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,31.72,35.99
"LFML","OLBA","MC","I",159,16823,201110,201508,0.3985,42.1629,"LFML","OLBA",0.167,0.0,8.063,0.0,43.44,5.22,33.82,35.49
"LFML","OMRK","LC","I",3,691,200011,200011,3.0000,691.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,25.61,55.94
"LFML","OMSJ","LC","I",4,956,200007,200007,4.0000,956.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,25.33,55.52
"LFML","OSAP","MC","I",5,652,200507,200507,5.0000,652.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,36.18,37.23
"LFML","OSDI","MC","I",163,20460,200102,200908,0.2020,25.3532,(null),(null),(null),(null),(null),(null),43.44,5.22,33.41,36.51
"LFML","OYSN","LC","I",296,52051,200207,200906,0.4229,74.3586,(null),(null),(null),(null),(null),(null),43.44,5.22,15.48,44.22
"LFML","RKSI","LC","I",5,1102,201405,201705,0.0166,3.6611,(null),(null),(null),(null),(null),(null),43.44,5.22,37.46,126.44
"LFML","TFFF","LC","O",137,39592,199211,199702,0.2785,80.4715,(null),(null),(null),(null),(null),(null),43.44,5.22,14.59,-61.0
"LFML","TFFR","LC","O",333,95397,199001,200002,0.3323,95.2066,(null),(null),(null),(null),(null),(null),43.44,5.22,16.26,-61.53
"LFML","TNCA","LC","I",1,555,200003,200003,1.0000,555.0000,(null),(null),(null),(null),(null),(null),43.44,5.22,12.51,-69.97
"LFML","UDYZ","MC","I",51,3657,200907,201108,0.2525,18.1040,(null),(null),(null),(null),(null),(null),43.44,5.22,40.15,44.4
"LFML","UKKK","MC","I",17,1146,199107,199208,0.1667,11.2353,(null),(null),(null),(null),(null),(null),43.44,5.22,50.4,30.45
"LFML","ULLI","MC","I",11,1173,199312,200603,0.0085,0.9079,(null),(null),(null),(null),(null),(null),43.44,5.22,59.8,30.27
"LFML","UUEE","MC","I",760,88675,199104,201410,0.3294,38.4374,"LFML","UUEE",0.2,0.0,9.713,0.0,43.44,5.22,55.97,37.41
"LFMN","BIKF","MC","I",39,5328,201606,201609,9.7500,1332.0000,"LFMN","BIKF",0.818,0.0,65.1,0.0,43.67,7.22,63.98,-22.61
"LFMN","CYMX","LC","I",486,112681,199007,200410,0.3462,80.2571,(null),(null),(null),(null),(null),(null),43.67,7.22,45.68,-74.04
"LFMN","CYQB","LC","I",21,4973,199308,199508,0.1045,24.7413,(null),(null),(null),(null),(null),(null),43.67,7.22,46.79,-71.39
"LFMN","CYQX","LC","I",2,706,199710,199710,2.0000,706.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,48.94,-54.57
"LFMN","CYUL","LC","I",933,215693,200505,201710,0.7736,178.8499,"LFMN","CYUL",0.345,0.0,25.457,0.0,43.67,7.22,45.47,-73.74
"LFMN","CYYZ","LC","I",3,677,200007,200007,3.0000,677.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,43.68,-79.63
"LFMN","DAAG","MC","I",2679,187307,199001,201803,0.9558,66.8238,"LFMN","DAAG",0.54,0.0,32.634,0.0,43.67,7.22,36.69,3.22
"LFMN","DABC","MC","I",931,88482,199007,201803,0.3329,31.6346,"LFMN","DABC",0.479,0.0,28.609,0.0,43.67,7.22,36.29,6.62
"LFMN","DAOO","MC","I",44,1349,200307,200308,22.0000,674.5000,(null),(null),(null),(null),(null),(null),43.67,7.22,35.63,-0.61
"LFMN","DBBB","LC","I",162,29008,199005,199510,0.3202,57.3281,(null),(null),(null),(null),(null),(null),43.67,7.22,6.36,2.38
"LFMN","DFFD","LC","I",44,8349,199104,199210,0.4112,78.0280,(null),(null),(null),(null),(null),(null),43.67,7.22,12.35,-1.51
"LFMN","DIAP","LC","I",20,4068,199001,199209,0.0957,19.4641,(null),(null),(null),(null),(null),(null),43.67,7.22,5.25,-3.93
"LFMN","DTMB","MC","I",2747,282130,199804,201803,1.3735,141.0650,"LFMN","DTMB",0.431,0.0,23.788,0.0,43.67,7.22,35.76,10.75
"LFMN","DTTA","MC","I",13696,1447600,199001,201803,4.8862,516.4467,"LFMN","DTTA",0.549,0.0,31.541,0.0,43.67,7.22,36.85,10.23
"LFMN","DTTJ","MC","I",1003,93705,199904,201707,0.5560,51.9429,"LFMN","DTTJ",0.182,0.0,15.667,0.0,43.67,7.22,33.88,10.78
"LFMN","DTTZ","MC","I",205,18245,200804,201110,0.6678,59.4300,(null),(null),(null),(null),(null),(null),43.67,7.22,33.94,8.11
"LFMN","DXXX","LC","I",4,943,199309,199309,4.0000,943.0000,(null),(null),(null),(null),(null),(null),43.67,7.22,6.17,1.25
"LFMN","EBBR","MC","I",41436,3748867,199001,201803,14.7827,1337.4481,"LFMN","EBBR",0.286,0.0,14.599,0.0,43.67,7.22,50.9,4.48
"LFMN","EBCI","MC","I",384,47903,200305,201710,0.2731,34.0704,"LFMN","EBCI",0.111,0.0,6.725,0.0,43.67,7.22,50.46,4.45
"LFMN","EBLG","MC","I",57,3250,201307,201603,0.1919,10.9428,"LFMN","EBLG",0.545,0.0,61.5,0.0,43.67,7.22,50.64,5.44
"LFMN","EBOS","MC","I",127,12258,201604,201710,1.1869,114.5607,(null),(null),(null),(null),(null),(null),43.67,7.22,51.2,2.86
"LFMN","EDDB","MC","I",5107,624604,200405,201803,3.6505,446.4646,"LFMN","EDDB",0.208,0.0,12.505,0.0,43.67,7.22,52.38,13.52
"LFMN","EDDF","MC","I",36897,3318465,199001,201803,13.1634,1183.8976,"LFMN","EDDF",0.199,0.0,9.999,0.0,43.67,7.22,50.03,8.57
"LFMN","EDDH","MC","I",4364,299869,199308,201803,1.7484,120.1398,"LFMN","EDDH",0.359,0.0,17.488,0.0,43.67,7.22,53.63,9.99
"LFMN","EDDK","MC","I",4815,475430,199705,201803,2.2939,226.5031,"LFMN","EDDK",0.306,0.0,15.602,0.0,43.67,7.22,50.87,7.14
"LFMN","EDDL","MC","I",12804,837057,199001,201803,4.5680,298.6290,"LFMN","EDDL",0.36,0.0,17.819,0.0,43.67,7.22,51.28,6.76
"LFMN","EDDM","MC","I",42296,2164618,199001,201803,15.0895,772.2504,"LFMN","EDDM",0.175,0.0,9.009,0.0,43.67,7.22,48.35,11.79
